sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
INFRASTRUCTURE - GENERAL,169.15,13.42,ADANIPORTS,268.30,,268.70,331.00,18.14,63.84,23.62
HOTELS,42.45,-,ADVANIHOTR,54.95,,54.55,67.85,-,,48.66
TRANSPORT & LOGISTICS,,12.37,AGARIND,239.90,,,,22.53,88.84,30.37
PHARMACEUTICALS,896.00,-,ADVENZYMES,1788.20,,1792.30,,-,,-
RETAIL,122.90,-,ABFRL,142.50,,142.15,263.45,-,,85.35
ENGINEERING - HEAVY,32.05,-,ACE,44.65,,44.50,50.90,-,20.01,25.50
CONSTRUCTION & CONTRACTING - CIVIL,209.50,-,AHLUCONT,305.15,,309.85,337.80,-,62.88,26.47
FINANCE - INVESTMENTS,1256.65,33.15,8KMILES,2083.10,,2084.55,2550.00,46.12,179.14,18.27
CASTINGS & FORGINGS,236.70,9.13,ALICON,366.00,,363.70,394.10,19.96,116.71,20.47
STEEL - GP & GC SHEETS,107.10,11.37,AJMERA,146.05,,145.10,192.35,12.02,126.61,26.47
TEXTILES - READYMADE APPARELS,215.65,-,AIFL,354.00,,357.75,389.70,-,,36.43
EDIBLE OILS & SOLVENT EXTRACTION,22.65,-,ANIKINDS,29.85,,29.40,36.80,-,,16.77
RUBBER,10.00,,ANANDAMRUB,,,17.00,38.20,,,
FINANCE - INVESTMENTS,8.30,,ALMONDZ,12.63,,12.15,16.10,,,
CHEMICALS,279.00,-,ALKYLAMINE,312.65,,314.40,394.00,-,102.09,33.24
CEMENT - MAJOR,5.25,-,ANDHRACEMT,8.00,,7.95,11.00,-,,55.34
HOSPITALS & MEDICAL SERVICES,1213.00,-,APOLLOHOSP,1346.00,,1357.15,1544.90,-,248.24,57.68
CONSTRUCTION & CONTRACTING - HOUSING,18.00,-,ANSALHSG,24.00,,23.95,32.25,-,73.86,26.47
CONSTRUCTION & CONTRACTING - CIVIL,27.00,-,ARSSINFRA,83.55,,83.60,113.90,-,282.15,26.47
CONSTRUCTION & CONTRACTING - HOUSING,30.50,-,ARIHANT,45.00,,45.35,60.25,-,160.42,26.47
PAINTS & VARNISHES,784.25,53.18,ASIANPAINT,1184.90,,1192.55,1213.90,61.49,58.44,55.24
PLANTATIONS - TEA & COFFEE,2.90,-,ASSAMCO,5.73,,5.70,8.15,-,3.49,21.07
AUTO ANCILLARIES,31.40,-,ASAL,62.60,,62.40,71.25,-,,25.42
TELECOMMUNICATIONS - EQUIPMENT,101.55,-,ASTRAMICRO,114.90,,114.90,155.40,-,46.10,24.53
INFRASTRUCTURE - GENERAL,,-,ARVINFRA,80.45,,81.65,,-,,48.24
CONSTRUCTION & CONTRACTING - CIVIL,111.30,10.58,ASHOKA,173.90,,173.40,212.05,55.74,99.85,26.47
EDIBLE OILS & SOLVENT EXTRACTION,444.40,-,ATFL,508.10,,509.30,657.00,-,138.38,16.77
MISCELLANEOUS,161.90,-,ATLASCYCLE,299.75,,302.40,,-,277.04,15.24
MEDIA & ENTERTAINMENT,2.35,6.58,BAGFILMS,4.80,,4.80,7.30,-,5.53,41.34
CONSTRUCTION & CONTRACTING - CIVIL,25.40,-,ATLANTA,75.15,,75.30,,-,83.98,48.24
COMPUTERS - SOFTWARE MEDIUM & SMALL,186.00,16.02,AXISCADES,219.05,,218.90,368.80,22.06,57.99,20.73
PHARMACEUTICALS,919.55,-,ASTRAZEN,931.55,,926.95,1350.00,-,,29.05
SUGAR,12.00,-,BAJAJHIND,16.70,,16.70,24.20,-,17.48,25.72
TEXTILES - PROCESSING,72.15,-,AYMSYNTEX,85.45,,85.45,163.15,-,,13.29
DOMESTIC APPLIANCES,155.00,-,BAJAJELEC,259.20,,259.10,282.00,-,74.29,49.94
FINANCE - INVESTMENTS,1551.25,25.61,BAJAJFINSV,3205.40,,3199.85,3424.80,26.38,854.15,30.29
FINANCE - INVESTMENTS,1310.00,9.88,BAJAJHLDNG,1974.25,,1991.70,,9.91,1374.14,30.29
PERSONAL CARE,356.05,-,BAJAJCORP,399.90,,394.20,473.10,-,32.60,52.07
FINANCE - LEASING & HIRE PURCHASE,491.30,-,BAJFINANCE,1084.15,,1083.75,1183.90,-,135.97,30.29
MEDIA & ENTERTAINMENT,83.30,66.02,BALAJITELE,93.75,,94.60,149.90,520.83,68.97,41.34
TYRES,549.05,-,BALKRISIND,1094.45,,1096.65,,-,288.43,11.67
MISCELLANEOUS,26.80,-,BALKRISHNA,75.00,,75.30,89.00,-,,16.87
CHEMICALS,114.00,-,BALAMINES,312.00,,311.55,328.80,-,86.48,33.24
PACKAGING,490.75,-,BALMLAWRIE,697.00,,694.60,747.20,-,409.70,16.44
PAPER,11.75,8.74,BALLARPUR,13.89,,13.90,21.80,-,21.99,16.87
PHARMACEUTICALS,72.40,20.69,BALPHARMA,121.25,,121.55,167.90,133.24,38.23,29.05
SUGAR,53.85,-,BALRAMCHIN,108.90,,109.00,138.00,-,50.12,25.72
MISCELLANEOUS,29.15,-,BANARBEADS,43.00,,41.70,65.80,-,,23.62
AUTO ANCILLARIES,90.20,11.15,BANCOINDIA,214.00,,214.50,241.65,14.91,96.09,49.07
TEXTILES - GENERAL,10.40,12.00,BANG,22.80,,23.00,29.65,-,49.09,36.43
SUGAR,720.15,-,BANARISUG,1920.00,,1927.15,2249.00,-,,25.72
BANKS - PUBLIC SECTOR,109.35,-,BANKBARODA,169.80,,169.85,191.00,-,181.94,16.46
BANKS - PUBLIC SECTOR,78.40,-,BANKINDIA,118.80,,119.05,149.00,-,306.05,16.46
TEXTILES - SPINNING - SYNTHETIC BLENDED,73.00,-,BANSWRAS,167.90,,167.70,194.40,-,,9.71
FINANCE - INVESTMENTS,1354.95,,BANKBEES,1985.00,,1990.47,2097.20,,,
MISCELLANEOUS,8.20,0.72,BARTRONICS,13.30,,13.25,16.30,-,67.02,25.22
LEATHER PRODUCTS,438.00,-,BATAINDIA,489.30,,489.05,613.65,-,89.87,29.94
PESTICIDES & AGRO CHEMICALS,3110.00,-,BAYERCROP,4512.00,,4512.45,4595.00,-,,40.05
CHEMICALS,697.50,,BASF,1234.50,,1227.55,1259.95,,,
ELECTRICALS,1008.00,-,BEL,1269.65,,1269.80,1416.85,-,338.20,22.18
TEXTILES - GENERAL,178.00,-,BASML,341.90,,341.25,,-,,23.40
INFRASTRUCTURE - GENERAL,788.00,-,BEML,911.10,,910.15,1324.40,-,506.58,25.50
ELECTRIC EQUIPMENT,571.50,-,BBL,773.80,,767.25,1108.90,-,,16.24
PAINTS & VARNISHES,152.87,49.83,BERGEPAINT,263.60,,263.30,276.80,61.88,15.23,55.24
POWER - GENERATION & DISTRIBUTION,389.10,-,BFUTILITIE,604.10,,604.70,724.70,-,-60.44,12.82
MISCELLANEOUS,43.50,-,BEARDSELL,237.95,,237.00,,-,,16.44
PETROCHEMICALS,14.20,-,BEPL,20.25,,20.15,29.80,-,,23.47
FINANCE - INVESTMENTS,84.20,-,BFINVEST,181.35,,181.80,190.80,-,,30.29
FINANCE - GENERAL,398.10,-,BHARATFIN,917.45,,919.70,939.00,-,,30.29
CASTINGS & FORGINGS,682.00,45.10,BHARATFORG,923.55,,924.40,969.20,-,147.91,35.35
AUTO ANCILLARIES,52.65,-,BHARATGEAR,141.15,,141.70,,-,,49.82
INFRASTRUCTURE - GENERAL,89.05,-,BGRENERGY,113.05,,113.25,139.00,-,178.75,24.53
SHIPPING,18.00,-,BHARATIDIL,20.05,,19.85,37.25,-,-238.94,34.81
CABLES - TELEPHONE,15.05,-,BHAGYNAGAR,17.05,,17.50,23.50,-,34.56,22.28
MISCELLANEOUS,3.40,-,BGLOBAL,4.20,,4.05,6.95,-,57.64,18.27
TELECOMMUNICATIONS - SERVICE,282.30,4.83,BHARTIARTL,323.45,,324.00,385.00,23.85,105.81,16.91
INFRASTRUCTURE - GENERAL,90.15,-,BHEL,137.90,,138.00,219.70,-,135.53,25.50
ENGINEERING,38.15,-,BHARATWIRE,40.00,,39.95,47.25,-,,27.98
STEEL - CR & HR STRIPS,32.30,-,BHUSANSTL,43.25,,43.40,50.85,-,197.63,20.82
GLASS & GLASS PRODUCTS,50.00,0.88,BINANIIND,105.60,,105.45,120.95,-,-444.97,23.62
PHARMACEUTICALS,431.00,16.51,BIOCON,947.95,,948.60,984.75,20.93,202.74,29.05
LEATHER PRODUCTS,424.50,-,BIL,575.75,,564.15,638.95,-,180.86,29.94
FERTILISERS,19.70,-,BINDALAGRO,,,27.90,46.45,-,83.46,30.29
TEXTILES - SPINNING - SYNTHETIC BLENDED,,-,BIRLACOT,0.08,,0.10,,-,-0.04,23.40
MISCELLANEOUS,79.05,-,BLISSGVS,142.80,,143.30,210.50,-,40.00,29.05
FINANCE - GENERAL,19.00,29.07,BIRLAMONEY,25.00,,25.25,35.95,178.57,4.50,30.29
POWER - GENERATION & DISTRIBUTION,0.65,-,BILENERGY,0.78,,0.80,1.40,-,,17.16
CONSTRUCTION & CONTRACTING - CIVIL,10.00,-,BIGBLOC,45.00,,46.05,53.60,-,,26.47
CONSTRUCTION & CONTRACTING - CIVIL,8.60,-,BLKASHYAP,21.50,,21.60,26.50,-,19.40,26.47
MISCELLANEOUS,10.00,-,BLS,,,1536.15,,-,115.91,65.18
HOTELS,80.40,-,BLUECOAST,130.95,,123.00,178.00,-,55.33,48.66
COURIERS,4888.00,-,BLUEDART,5549.00,,5557.60,7850.00,-,174.52,68.16
TEXTILES - PROCESSING,16.40,-,BLUEBLENDS,49.80,,49.25,86.00,-,18.88,13.29
DYES & PIGMENTS,30.45,-,BODALCHEM,146.55,,146.70,151.50,-,21.50,26.09
DIVERSIFIED,39.00,-,BOMDYEING,54.70,,54.70,72.35,-,,13.29
CONSUMER GOODS - WHITE GOODS,305.60,-,BLUESTARCO,565.35,,562.65,579.50,-,51.48,45.29
CONSUMER GOODS - ELECTRONIC,23.10,-,BPL,92.55,,92.75,100.20,-,16.64,2.87
FOOD PROCESSING,2505.05,43.55,BRITANNIA,3475.40,,3475.35,3584.25,49.39,147.21,60.29
PHARMACEUTICALS,61.15,-,BROOKS,117.90,,118.00,129.90,-,,29.05
POWER - TRANSMISSION & EQUIPMENT,4.10,1.34,BSLIMITED,4.42,,4.45,38.80,2.57,15.06,9.70
TEXTILES - WEAVING,40.00,-,BSL,68.90,,67.75,105.35,-,,16.97
TEXTILES - GENERAL,120.70,-,BRFL,164.00,,163.15,215.00,-,135.67,23.40
FINANCE - INVESTMENTS,2201.20,-,BSLGOLDETF,3040.00,,3018.00,3218.40,-,,-
DOMESTIC APPLIANCES,138.00,-,BUTTERFLY,205.85,,206.85,307.70,-,,49.94
PHARMACEUTICALS,285.00,21.76,CADILAHC,388.50,,389.35,453.30,26.07,52.28,29.05
OIL DRILLING AND EXPLORATION,106.50,11.38,CAIRN,217.40,,217.25,,85.59,260.16,15.46
CONSTRUCTION & CONTRACTING - CIVIL,8.10,1.09,CANDC,23.50,,23.60,29.55,-,1.99,26.47
BANKS - PUBLIC SECTOR,156.00,-,CANBK,330.10,,330.75,,-,496.60,16.46
CONSTRUCTION & CONTRACTING - HOUSING,1.95,-,BSELINFRA,3.16,,3.20,4.40,-,41.49,26.47
FINANCE - HOUSING,840.00,-,CANFINHOME,1730.00,,1725.15,1788.00,-,,28.33
PHARMACEUTICALS,838.10,30.48,CAPLIPOINT,1400.00,,1384.70,1550.00,34.16,82.33,29.05
RETAIL,52.55,-,CANTABIL,69.60,,70.00,97.80,-,,36.43
FINANCE - GENERAL,346.20,35.51,CAPF,739.00,,740.20,797.40,37.46,184.59,30.29
FINANCE - INVESTMENTS,79.50,-,BSLNIFTY,,,90.42,109.00,-,,-
FINANCE - GENERAL,148.00,-,BYKE,193.90,,194.20,,-,,48.66
CEMENT - MAJOR,13.40,10.49,BVCL,20.45,,20.45,27.70,-,33.67,55.34
CHEMICALS,76.00,21.86,CAMLINFINE,85.25,,84.95,121.20,37.89,17.13,41.92
ABRASIVES,156.10,22.73,CARBORUNIV,294.40,,293.20,,37.08,62.79,38.41
CEMENT - MAJOR,7.00,-,BURNPUR,14.64,,14.65,16.50,-,13.45,55.34
HOTELS,8.40,2.95,CCHHL,12.89,,12.80,17.90,7.49,62.46,48.66
LUBRICANTS,360.85,-,CASTROLIND,484.20,,484.95,490.35,-,,38.41
AUTO ANCILLARIES,4.85,-,CASTEXTECH,10.72,,10.65,30.45,-,91.67,25.42
MISCELLANEOUS,883.00,-,CARERATING,1469.15,,1466.95,1472.00,-,138.82,65.18
COMPUTERS - SOFTWARE - TRAINING,93.45,9.54,CAREERP,103.45,,102.80,160.00,13.03,194.52,23.62
PLANTATIONS - TEA & COFFEE,154.25,20.44,CCL,246.70,,246.00,286.00,24.82,38.32,21.07
TYRES,730.00,10.32,CEATLTD,1370.25,,1369.90,,12.90,508.16,11.67
ENGINEERING,11.70,-,CEBBCO,12.90,,12.75,30.40,-,,24.53
TEXTILES - READYMADE APPARELS,8.25,-,CELEBRITY,11.05,,11.10,17.30,-,,36.43
ALUMINIUM,1.40,-,CENTEXT,6.24,,6.05,,-,,10.17
BANKS - PUBLIC SECTOR,47.90,-,CENTRALBK,94.70,,94.55,112.45,-,78.91,16.46
TEXTILES - MANMADE,142.65,-,CENTENKA,272.60,,271.45,292.65,-,,17.38
ELECTRICALS,450.00,16.97,CENTUM,495.25,,499.80,770.00,30.80,150.45,22.18
DIVERSIFIED,403.00,-,CENTURYTEX,957.60,,959.00,,-,,16.44
MISCELLANEOUS,135.65,40.74,CENTURYPLY,261.95,,259.55,,-,23.87,31.71
CERAMICS & GRANITE,1509.95,-,CERA,2459.50,,2463.40,,-,,39.35
POWER - GENERATION & DISTRIBUTION,404.55,-,CESC,632.45,,632.40,683.00,-,417.13,12.82
FERTILISERS,50.65,-,CHAMBLFERT,59.35,,59.50,73.40,-,56.97,14.09
COMPUTERS - HARDWARE,11.50,28.47,CEREBRAINT,17.65,,17.60,28.75,30.96,15.36,25.22
CHEMICALS,65.50,-,CHEMFALKAL,319.95,,319.45,339.25,-,,16.38
REFINERIES,137.80,-,CHENNPETRO,291.40,,291.40,312.40,-,,12.77
DYES & PIGMENTS,2.65,0.42,CHROMATIC,3.40,,3.40,6.15,-,50.32,26.09
FINANCE - LEASING & HIRE PURCHASE,589.75,28.95,CHOLAFIN,1209.10,,1210.85,,29.95,234.85,30.29
DIVERSIFIED,56.10,-,CIMMCO,71.50,,71.65,103.65,-,,16.44
MEDIA & ENTERTAINMENT,13.10,4.21,CINELINE,64.30,,63.50,71.55,8.41,57.39,41.34
PHARMACEUTICALS,457.45,28.91,CIPLA,595.35,,597.80,704.90,42.95,147.29,29.05
DYES & PIGMENTS,585.00,-,CLNINDIA,758.00,,759.55,863.50,-,208.76,26.09
COMPUTERS - SOFTWARE MEDIUM & SMALL,368.10,10.82,CIGNITITEC,417.20,,419.25,515.05,12.20,138.60,18.27
MINING & MINERALS,271.65,12.64,COALINDIA,321.10,,321.10,349.95,14.94,53.67,12.32
MEDIA & ENTERTAINMENT,2.95,-,CINEVISTA,6.47,,6.50,10.25,-,11.12,41.34
PERSONAL CARE,787.20,-,COLPAL,978.95,,979.95,1033.00,-,,52.07
FOOD PROCESSING,215.60,-,COFFEEDAY,226.55,,226.70,328.00,-,,28.61
COMPUTERS - SOFTWARE MEDIUM & SMALL,7.00,-,COMPUSOFT,11.95,,11.85,15.40,-,15.91,107.20
COMPUTERS - HARDWARE,132.20,,COMPINFO,180.00,,181.00,215.00,,,
TRANSPORT & LOGISTICS,1051.00,-,CONCOR,1381.60,,1381.80,1576.90,-,409.04,30.37
FINANCE - GENERAL,47.05,-,CONSOFINVT,,,60.40,89.00,-,383.07,30.29
CABLES - POWER & OTHERS,32.25,-,CORDSCABLE,52.70,,52.90,70.80,-,,19.55
BANKS - PUBLIC SECTOR,31.05,-,CORPBANK,44.00,,44.00,47.30,-,104.84,16.46
FINANCE - HOUSING,26.92,4.17,CREST,62.95,,62.40,84.10,4.28,113.79,28.33
MISCELLANEOUS,140.10,22.54,COX&KINGS,224.70,,224.85,276.90,144.04,134.99,54.27
PHARMACEUTICALS,2.15,-,COUNCODOS,4.61,,4.60,9.10,-,,26.47
TRADING,252.00,-,CONTROLPR,277.55,,279.20,328.50,-,64.00,28.61
MISCELLANEOUS,1761.25,49.97,CRISIL,2450.20,,2457.60,,55.92,120.06,65.18
PLASTICS,179.75,5.96,COSMOFILMS,404.85,,405.10,411.40,8.16,234.01,7.16
COMPUTERS - SOFTWARE MEDIUM & SMALL,76.85,13.24,CTE,114.25,,114.70,163.45,20.08,19.76,18.27
ELECTRICALS,125.00,-,CROMPTON,165.15,,163.90,179.90,-,,50.69
BANKS - PRIVATE SECTOR,77.80,-,CUB,138.55,,138.60,147.90,-,,22.60
ELECTRIC EQUIPMENT,40.30,34.78,CROMPGREAV,77.90,,78.05,203.80,-,73.35,50.69
FINANCE - INVESTMENTS,17.50,-,CPSEETF,24.90,,24.85,,-,,-
FINANCE - INVESTMENTS,1965.90,-,CRMFGETF,2950.00,,2950.00,2975.00,-,,-
METALS - NON FERROUS,7.95,-,CUBEXTUB,14.03,,14.00,19.65,-,,83.43
PERSONAL CARE,231.50,34.79,DABUR,280.05,,280.05,320.00,38.42,23.62,52.07
COMPUTERS - SOFTWARE,369.25,13.07,CYIENT,481.75,,484.00,642.75,16.66,169.70,18.27
COMPUTERS - SOFTWARE MEDIUM & SMALL,40.70,6.31,DATAMATICS,84.35,,84.30,,9.60,71.24,18.27
SUGAR,25.00,-,DALMIASUG,113.40,,113.10,168.00,-,62.87,25.72
MEDIA & ENTERTAINMENT,286.35,17.25,DBCORP,395.90,,395.00,424.00,21.78,73.27,19.41
TEXTILES - SPINNING - SYNTHETIC BLENDED,68.00,-,DAMODARIND,77.95,,76.00,95.00,-,,9.71
FINANCE - GENERAL,16.55,-,DBSTOCKBRO,16.85,,17.00,25.00,-,,30.29
CONSTRUCTION & CONTRACTING - REAL ESTATE,35.80,-,DBREALTY,46.25,,46.45,73.75,-,138.35,26.47
FOOD PROCESSING,180.10,5.62,DAAWAT,265.05,,266.50,319.70,9.52,201.31,16.60
CONSTRUCTION & CONTRACTING - CIVIL,215.55,-,DBL,237.30,,237.90,259.00,-,,-
TEXTILES - SPINNING - COTTON BLENDED,66.00,3.78,DCM,89.65,,89.85,107.00,21.50,122.23,12.93
BANKS - PRIVATE SECTOR,68.40,-,DCBBANK,128.00,,128.10,142.70,-,,22.60
DIVERSIFIED,105.00,7.84,DCMSHRIRAM,212.65,,213.15,244.95,10.11,129.02,16.44
CHEMICALS,56.00,-,DEEPAKNTR,121.00,,122.10,134.00,-,40.60,17.50
CEMENT - MINI,445.00,-,DECCANCE,1052.30,,1055.85,1108.45,-,,55.34
COMPUTERS - SOFTWARE MEDIUM & SMALL,32.25,34.63,CYBERTECH,84.85,,85.25,94.50,75.76,22.26,18.27
PETROCHEMICALS,18.75,-,DCW,30.85,,30.85,34.40,-,25.09,25.64
OIL DRILLING AND EXPLORATION,117.35,-,DEEPIND,231.15,,232.25,242.50,-,88.25,15.46
FINANCE - GENERAL,49.15,39.23,DELTACORP,171.05,,171.20,176.20,63.12,34.76,26.47
BANKS - PUBLIC SECTOR,25.60,-,DENABANK,38.70,,38.80,47.70,-,,16.46
ELECTRIC EQUIPMENT,155.25,-,DENORA,310.00,,310.75,467.95,-,,22.93
FERTILISERS,127.05,-,DEEPAKFERT,217.15,,216.50,254.00,-,173.41,14.09
BANKS - PRIVATE SECTOR,16.80,-,DHANBANK,24.40,,24.35,30.70,-,,22.60
SUGAR,33.00,4.10,DHAMPURSUG,124.90,,125.10,137.50,5.64,105.71,25.72
ELECTRICALS,23.10,-,DELTAMAGNT,32.50,,32.20,37.10,-,22.38,22.18
FINANCE - HOUSING,140.30,-,DHFL,299.05,,299.00,304.45,-,180.43,28.33
PESTICIDES & AGRO CHEMICALS,408.00,-,DHANUKA,675.50,,682.15,777.00,-,82.43,40.05
FINANCE - GENERAL,115.10,-,DHUNINV,132.70,,131.25,159.00,-,1867.00,30.29
SUGAR,11.50,-,DHARSUGAR,43.70,,43.00,70.75,-,,25.72
MEDIA & ENTERTAINMENT,60.05,-,DEN,72.85,,72.35,125.80,-,81.60,41.34
MEDIA & ENTERTAINMENT,65.20,8.09,DISHTV,96.40,,96.60,111.90,15.13,3.57,41.34
TEXTILES - WOOLLEN & WORSTED,7.30,-,DIGJAMLTD,10.38,,10.35,19.00,-,,23.40
PRINTING & STATIONERY,491.00,-,DICIND,538.50,,539.85,750.00,-,,19.41
CABLES - POWER & OTHERS,21.90,-,DIAPOWER,34.25,,34.10,62.20,-,103.32,19.55
MISCELLANEOUS,74.40,-,DLINKINDIA,89.75,,90.00,195.00,-,,28.61
CONSTRUCTION & CONTRACTING - REAL ESTATE,72.35,18.69,DLF,153.65,,153.40,169.20,39.81,153.37,26.47
PLANTATIONS - TEA & COFFEE,66.20,1.84,DPL,78.35,,78.50,104.65,-,81.38,25.64
OIL DRILLING AND EXPLORATION,66.60,4.21,DOLPHINOFF,85.10,,85.55,139.40,11.41,264.90,15.46
MEDIA & ENTERTAINMENT,17.60,1.89,DQE,22.35,,22.25,47.60,3.65,64.26,41.34
PHARMACEUTICALS,2750.05,20.50,DRREDDY,3152.20,,3148.35,4386.60,33.12,705.96,29.05
PLANTATIONS - TEA & COFFEE,210.35,-,DTIL,289.00,,291.70,354.90,-,,21.07
MISCELLANEOUS,290.00,-,DREDGECORP,400.35,,399.15,466.00,-,,23.62
COMPUTERS - SOFTWARE,12.60,-,DUCON,36.40,,36.50,,-,,25.22
SUGAR,28.70,-,DWARKESH,245.55,,245.00,379.40,-,,25.72
PUMPS,1450.00,22.72,DYNAMATECH,3125.80,,3144.25,3244.85,56.93,398.82,"1,582.91"
CONSTRUCTION & CONTRACTING - HOUSING,64.30,-,DSKULKARNI,74.55,,73.70,126.00,-,181.87,26.47
TEXTILES - SYNTHETIC & SILK,1.80,-,EASTSILK,2.33,,2.35,4.00,-,,15.56
ELECTRICALS,125.05,-,ECEIND,,,312.15,376.90,-,,50.69
ELECTRIC EQUIPMENT,27.55,-,EASUNREYRL,30.35,,30.00,58.90,-,40.07,50.69
FINANCE - GENERAL,10.00,-,EBANK,,,1959.50,2060.00,-,,-
COMPUTERS - SOFTWARE MEDIUM & SMALL,1105.30,14.08,ECLERX,1502.45,,1495.40,1784.40,15.93,265.70,20.73
HOTELS,100.10,-,EIHOTEL,111.00,,110.95,137.50,-,42.41,48.66
HOTELS,197.50,-,EIHAHOTELS,345.50,,344.30,379.00,-,37.39,48.66
SUGAR,131.70,17.82,EIDPARRY,266.45,,266.20,270.80,337.28,126.29,25.72
ENGINEERING - HEAVY,285.00,-,EIMCOELECO,388.00,,399.95,529.00,-,,25.50
ENGINEERING,32.10,-,ELECTHERM,158.50,,159.40,188.35,-,-1137.04,24.53
CASTINGS & FORGINGS,16.60,-,ELECTCAST,22.55,,22.50,27.10,-,56.46,20.47
TEXTILES - WEAVING,21.80,-,ELAND,27.20,,27.25,62.80,-,,16.97
BREWERIES & DISTILLERIES,36.10,-,EDL,68.80,,68.85,115.45,-,204.87,42.57
PACKAGING,8.00,-,EKC,27.95,,27.95,32.35,-,30.60,20.73
COMPRESSORS,118.20,26.92,ELGIEQUIP,194.90,,193.90,203.80,42.84,34.14,43.41
TYRES,23.60,-,ELGIRUBCO,15.10,,34.75,40.40,-,,6.32
ENGINEERING - HEAVY,42.55,6.37,ELECON,59.15,,59.20,92.85,18.48,51.58,25.50
COMPUTERS - SOFTWARE - TRAINING,10.10,-,EDUCOMP,12.30,,12.30,18.30,-,22.54,28.99
CONSTRUCTION & CONTRACTING - REAL ESTATE,30.10,-,EMAMIINFRA,61.70,,61.90,90.40,-,5.89,26.47
POWER - GENERATION & DISTRIBUTION,29.30,-,ENERGYDEV,234.70,,234.85,,-,31.45,12.82
PACKAGING,34.10,-,EMMBI,124.20,,125.15,137.00,-,,37.15
POWER - GENERATION & DISTRIBUTION,2.30,-,ENTEGRA,2.25,,2.90,4.20,-,8.73,12.82
INFRASTRUCTURE - GENERAL,143.10,-,ENGINERSIN,252.95,,253.55,276.15,-,81.04,32.96
FINANCE - GENERAL,110.00,-,EQUITAS,187.60,,187.80,206.25,-,,30.29
MEDIA & ENTERTAINMENT,125.75,8.59,EROSMEDIA,208.55,,208.05,513.50,8.89,158.48,41.34
FINANCE - INVESTMENTS,10.00,-,EQ30,,,225.90,256.28,-,,-
AUTO - TRACTORS,112.80,-,ESCORTS,408.30,,408.70,,-,149.85,40.62
ELECTRIC EQUIPMENT,34.10,-,EON,57.45,,58.25,91.80,-,207.16,50.69
PACKAGING,33.75,-,ESTER,47.35,,47.60,108.15,-,31.23,20.73
SHIPPING,18.10,116.00,ESSARSHPNG,29.00,,28.90,38.10,-,325.33,9.31
STEEL - MEDIUM & SMALL,2.20,-,ESL,3.00,,3.00,4.50,-,,8.27
ELECTRODES & GRAPHITE,438.05,-,ESABINDIA,610.00,,601.05,688.95,-,,22.93
PACKAGING,132.00,11.70,ESSELPACK,229.50,,227.15,247.00,19.89,62.03,20.73
PACKAGING,48.25,-,ESSDEE,55.90,,55.70,385.00,-,254.57,20.73
CHEMICALS,138.70,-,EXCELINDUS,340.95,,333.75,348.90,-,153.68,40.05
CERAMICS & GRANITE,2.30,0.42,EUROCERA,6.77,,6.45,10.10,-,-58.77,39.35
DRY CELLS,192.25,-,EVEREADY,245.70,,245.05,318.50,-,90.74,29.45
COMPUTERS - SOFTWARE - TRAINING,17.00,-,EVERONN,18.20,,18.05,36.30,-,-398.24,107.20
AUTO ANCILLARIES,116.00,-,EXIDEIND,190.25,,190.20,199.50,-,50.35,30.20
BEARINGS,3700.00,-,FAGBEARING,4119.00,,4094.10,4415.00,-,,32.51
TEXTILES - SPINNING - COTTON BLENDED,21.00,-,EUROTEXIND,26.50,,26.75,41.30,-,,12.93
PESTICIDES & AGRO CHEMICALS,767.40,-,EXCELCROP,1360.00,,1356.55,1474.70,-,289.22,40.05
FERTILISERS,18.60,-,FACT,23.00,,23.05,28.70,-,,14.09
PHARMACEUTICALS,165.00,-,FDC,224.80,,225.45,274.35,-,59.04,29.05
COMPUTERS - SOFTWARE MEDIUM & SMALL,,-,FCSSOFT,0.30,,0.30,0.60,-,2.32,18.27
BANKS - PRIVATE SECTOR,41.35,-,FEDERALBNK,75.30,,75.40,76.65,-,46.87,22.60
TEXTILES - MANMADE,32.75,-,FILATEX,74.25,,74.55,87.70,-,,17.38
AUTO ANCILLARIES,509.60,-,FIEMIND,1174.00,,1160.30,,-,208.47,29.13
CONSUMER GOODS - WHITE GOODS,58.15,-,FEDDERLOYD,74.50,,74.60,109.20,-,133.46,45.29
CHEMICALS,20.25,17.64,FCL,28.75,,28.95,38.00,18.20,8.13,39.10
RETAIL,15.70,0.88,FEL,16.20,,16.20,172.95,-,70.97,49.33
COMPUTERS - SOFTWARE,70.65,2.49,FINANTECH,81.30,,81.40,134.35,-,676.73,18.27
TEXTILES - GENERAL,2.05,-,FIRSTWIN,3.55,,3.00,3.35,-,19.07,23.40
PETROCHEMICALS,245.60,-,FINPIPE,455.70,,457.15,497.50,-,,23.47
PACKAGING,153.10,6.68,FLEXITUFF,190.05,,192.00,248.00,97.96,153.95,20.73
RETAIL,13.10,0.87,FELDVR,16.05,,16.00,144.20,-,70.97,49.33
RETAIL,66.70,-,FLFL,129.30,,130.75,142.40,-,,85.35
AUTO ANCILLARIES,273.60,-,FMGOETZE,483.45,,483.70,594.00,-,91.70,49.07
MISCELLANEOUS,12.60,,FMNL,28.95,,30.05,41.70,,,
HOSPITALS & MEDICAL SERVICES,141.00,56.53,FORTIS,174.10,,174.60,198.90,-,86.29,57.68
