sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
INFRASTRUCTURE - GENERAL,17.70,-,PUNJLLOYD,21.40,,21.35,31.65,-,-39.49,26.62
COMPUTERS - SOFTWARE,181.00,-,QUICKHEAL,217.20,,217.10,330.00,-,86.66,18.34
PAPER,1.95,-,RAINBOWPAP,4.12,,3.80,55.85,-,-3.79,16.34
CONSTRUCTION & CONTRACTING - REAL ESTATE,42.50,15.31,PURVA,45.00,,44.05,69.25,19.82,97.21,26.62
CHEMICALS,109.00,-,PUNJABCHEM,173.05,,171.70,236.50,-,49.94,32.86
FINANCE - INVESTMENTS,715.55,-,QNIFTY,935.00,,916.00,1022.00,-,,-
CEMENT - MAJOR,25.50,2.98,RAIN,44.45,,44.45,54.80,8.58,87.34,54.64
BREWERIES & DISTILLERIES,82.40,-,RADICO,112.65,,112.35,,-,,41.41
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,421.05,-,RAJESHEXPO,456.50,,455.35,744.80,-,,25.60
TEXTILES - COMPOSITE MILLS,,-,RAIREKMOH,83.00,,,,-,,18.10
TEXTILES - SPINNING - SYNTHETIC BLENDED,38.35,-,RAJVIR,42.00,,43.00,63.00,-,,22.25
MEDIA & ENTERTAINMENT,41.70,-,RAJTV,60.70,,60.15,86.50,-,,39.93
SUGAR,17.30,-,RAJSREESUG,53.00,,52.75,89.45,-,-0.24,25.97
TEXTILES - PROCESSING,,-,RAJRAYON,0.28,,0.30,0.65,-,,13.80
PESTICIDES & AGRO CHEMICALS,142.00,13.02,RALLIS,220.10,,220.05,235.00,15.07,46.23,39.84
CEMENT - MAJOR,312.20,17.56,RAMCOCEM,605.00,,591.30,622.80,26.00,128.07,54.64
PAPER,10.30,-,RAMANEWS,25.10,,25.10,34.75,-,,16.34
COMPUTERS - SOFTWARE,457.25,17.54,RAMCOSYS,461.10,,463.35,849.00,42.11,206.80,18.34
STEEL - MEDIUM & SMALL,84.00,-,RAMASTEEL,127.80,,128.15,141.00,-,,11.97
CONSTRUCTION & CONTRACTING - CIVIL,27.15,-,RAMKY,66.55,,66.55,95.90,-,128.64,26.62
SUGAR,2.40,-,RANASUG,10.41,,10.40,17.55,-,,25.97
AUTO ANCILLARIES,442.00,-,RANEENGINE,675.00,,681.40,809.40,-,,49.92
EDIBLE OILS & SOLVENT EXTRACTION,,-,RASOYPR,0.18,,0.20,0.35,-,0.49,16.91
STEEL - MEDIUM & SMALL,1.30,-,RAMSARUP,1.89,,1.70,3.60,-,,28.55
CEMENT - PRODUCTS & BUILDING MATERIALS,79.20,7.03,RAMCOIND,164.30,,164.15,185.95,8.01,90.36,36.77
BANKS - PRIVATE SECTOR,225.00,-,RBLBANK,285.15,,285.90,316.50,-,,-
AUTO ANCILLARIES,266.30,-,RBL,1139.20,,1135.05,1399.00,-,,49.54
TELECOMMUNICATIONS - SERVICE,,2.30,RCOM,42.55,,42.35,91.75,19.00,148.12,17.05
AUTO ANCILLARIES,482.05,6.50,RANEHOLDIN,783.60,,779.25,985.00,19.18,413.76,29.92
SHIPPING,52.65,-,RDEL,55.40,,55.35,113.95,-,27.50,35.09
FERTILISERS,35.15,-,RCF,43.80,,43.50,53.85,-,51.27,13.84
FINANCE - TERM LENDING INSTITUTIONS,76.13,-,RECLTD,116.95,,116.85,148.78,-,292.60,4.01
STEEL - TUBES & PIPES,396.40,-,RATNAMANI,550.00,,553.75,688.40,-,,11.97
TEXTILES - WOOLLEN & WORSTED,350.00,12.65,RAYMOND,522.45,,522.20,,35.96,265.78,38.84
FOOD PROCESSING,0.30,0.11,REIAGROLTD,0.56,,0.55,0.95,0.13,39.67,59.26
CHEMICALS,6.30,-,REFEX,13.14,,13.55,25.25,-,,31.94
COMPUTERS - HARDWARE,95.05,8.56,REDINGTON,102.95,,102.40,129.55,9.41,69.71,24.74
LEATHER PRODUCTS,357.65,-,RELAXO,439.90,,439.25,564.40,-,,29.98
CERAMICS & GRANITE,2.75,-,REGENCERAM,3.85,,3.70,4.35,-,,39.24
FINANCE - INVESTMENTS,303.25,11.44,RELCAPITAL,532.95,,530.80,595.80,12.16,559.81,29.92
FINANCE - INVESTMENTS,1455.00,-,RELBANK,2140.00,,2084.38,2241.30,-,,-
REFINERIES,826.10,8.49,RELIANCE,1072.55,,1072.45,1129.55,12.40,749.60,16.38
FINANCE - INVESTMENTS,224.50,-,RELIGARE,274.75,,268.20,326.70,-,215.21,29.92
FINANCE - INVESTMENTS,70.01,-,RELCNX100,89.15,,89.77,99.90,-,,-
FINANCE - GENERAL,28.10,-,RELCONS,,,39.70,44.00,-,,-
FINANCE - GENERAL,14.00,-,RELDIVOPP,,,22.22,23.15,-,,-
POWER - GENERATION & DISTRIBUTION,333.15,4.73,RELINFRA,542.40,,541.60,635.70,7.09,1025.52,12.97
FINANCE - INVESTMENTS,2200.25,-,RELGOLD,2738.10,,2747.50,2776.00,-,,-
FINANCE - INVESTMENTS,70.25,-,RELNIFTY,88.55,,88.75,93.47,-,,-
SUGAR,7.20,,RENUKA,15.40,,15.40,19.15,,,
FINANCE - HOUSING,551.00,-,REPCOHOME,820.45,,816.00,899.95,-,153.99,28.24
AUTO ANCILLARIES,27.80,9.19,RICOAUTO,59.45,,59.55,69.35,19.75,34.78,33.71
BREWERIES & DISTILLERIES,4.60,-,RKDL,11.75,,11.35,17.00,-,,41.41
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,70.10,4.03,RJL,134.00,,133.75,184.25,5.29,241.82,25.60
INFRASTRUCTURE - GENERAL,309.95,-,RIIL,407.75,,407.85,538.80,-,,33.08
AUTO ANCILLARIES,32.10,-,REMSONSIND,45.90,,43.00,59.75,-,,24.44
PLASTICS,73.00,10.14,RESPONIND,73.50,,73.75,119.80,95.45,33.04,37.67
PRINTING & STATIONERY,320.10,115.82,REPRO,411.15,,409.95,559.00,-,167.55,19.32
COMPRESSORS,512.00,7.27,REVATHI,699.95,,708.65,889.85,7.88,489.76,43.38
PACKAGING,6.60,-,RMCL,8.43,,8.40,30.50,-,,20.87
MINING & MINERALS,0.65,-,RMMIL,0.73,,0.70,1.75,-,19.19,12.32
COMPUTERS - SOFTWARE,60.30,1.43,ROLTA,61.05,,61.35,111.90,5.81,90.17,18.34
AUTO ANCILLARIES,266.00,-,RML,484.00,,475.95,562.40,-,,33.71
MINING & MINERALS,3.40,-,ROHITFERRO,4.84,,4.60,8.45,-,-22.94,30.54
CASTINGS & FORGINGS,266.90,-,RKFORGE,341.10,,342.20,665.00,-,163.79,35.34
POWER - GENERATION & DISTRIBUTION,40.35,5.46,RPOWER,47.00,,46.85,61.25,9.71,74.53,12.97
PHARMACEUTICALS,164.00,-,RPGLIFE,470.00,,466.45,534.40,-,,29.36
CONSTRUCTION & CONTRACTING - CIVIL,101.00,17.15,RPPINFRA,192.80,,188.75,215.95,21.23,81.64,26.62
PLANTATIONS - TEA & COFFEE,80.10,-,ROSSELLIND,102.15,,101.35,173.65,-,47.18,21.73
HOTELS,44.50,16.95,ROHLTD,62.70,,62.50,115.40,-,58.68,48.76
POWER - GENERATION & DISTRIBUTION,5.95,45.72,RTNPOWER,8.23,,8.20,13.50,-,16.92,12.97
TEXTILES - SPINNING - SYNTHETIC BLENDED,251.50,-,RSWM,434.90,,424.40,484.90,-,217.30,9.86
COMPUTERS - SOFTWARE MEDIUM & SMALL,57.50,10.45,RSSOFTWARE,72.00,,72.05,176.50,13.69,89.19,18.34
COMPUTERS - SOFTWARE MEDIUM & SMALL,49.75,6.44,RSYSTEMS,57.50,,56.70,84.95,7.35,16.75,18.34
TEXTILES - COMPOSITE MILLS,121.00,-,RUBYMILLS,437.50,,438.10,518.40,-,,18.10
TEXTILES - HOSIERY & KNITWEAR,229.20,27.39,RUPA,279.95,,277.20,404.90,-,46.20,19.66
EDIBLE OILS & SOLVENT EXTRACTION,17.80,-,RUCHISOYA,20.35,,20.30,34.55,-,36.77,16.91
PAPER,41.00,-,RUCHIRA,79.05,,79.15,89.00,-,,16.34
FINANCE - INVESTMENTS,10.00,-,RRSLGETF,,,16.22,,-,,-
POWER - GENERATION & DISTRIBUTION,1.95,-,RTNINFRA,3.25,,3.25,4.35,-,,48.32
EDIBLE OILS & SOLVENT EXTRACTION,,-,RUCHINFRA,4.35,,4.20,9.20,-,8.88,16.91
MISCELLANEOUS,168.10,-,RUSHIL,523.90,,524.75,567.90,-,,52.42
INFRASTRUCTURE - GENERAL,71.05,-,SADBHIN,105.05,,105.10,121.00,-,,33.08
MEDIA & ENTERTAINMENT,,-,SABTN,252.40,,252.15,434.00,-,61.93,39.93
CEMENT - MINI,353.50,-,SAGCEM,640.00,,650.95,719.00,-,,54.64
INFRASTRUCTURE - GENERAL,197.15,-,SADBHAV,283.00,,285.70,370.00,-,104.79,26.62
STEEL - LARGE,33.50,-,SAIL,45.20,,45.20,58.15,-,96.67,8.22
TRADING,32.55,-,SAKUMA,62.35,,62.60,103.80,-,76.54,28.75
COMPUTERS - SOFTWARE,129.95,10.21,SAKSOFT,195.75,,197.15,474.40,10.76,124.09,18.34
SUGAR,14.50,3.68,SAKHTISUG,35.95,,35.85,55.90,-,2.74,25.97
STEEL - MEDIUM & SMALL,1.50,-,SALSTEEL,2.88,,2.70,4.35,-,,8.22
TEXTILES - SPINNING - COTTON BLENDED,25.10,-,SALONA,31.90,,32.45,37.65,-,,13.00
CONSUMER GOODS - ELECTRONIC,38.00,-,SALORAINTL,47.55,,48.50,66.70,-,126.64,2.90
PRINTING & STATIONERY,625.05,-,SANDESH,943.70,,933.95,,-,,19.32
EDIBLE OILS & SOLVENT EXTRACTION,4.05,-,SANWARIA,5.55,,5.50,9.30,-,,16.91
PHARMACEUTICALS,3850.00,-,SANOFI,4145.50,,4142.25,4768.00,-,,29.36
CEMENT - PRODUCTS & BUILDING MATERIALS,44.00,-,SANGHIIND,68.95,,68.15,90.90,-,,36.77
PRINTING & STATIONERY,3.55,-,SAMBHAAV,6.15,,6.15,9.50,-,,19.32
ELECTRIC EQUIPMENT,158.95,-,SALZERELEC,205.00,,203.85,267.00,-,,51.12
COMPUTERS - SOFTWARE,230.10,2.68,SASKEN,330.50,,329.95,430.90,2.76,281.61,18.34
TEXTILES - SPINNING - SYNTHETIC BLENDED,235.10,-,SANGAMIND,250.00,,252.30,324.90,-,,9.86
STEEL - SPONGE IRON,75.50,-,SARDAEN,185.20,,185.15,224.00,-,337.78,21.74
MEDIA & ENTERTAINMENT,185.10,-,SAREGAMA,215.30,,216.35,420.80,-,82.70,39.93
CASTINGS & FORGINGS,,-,SANGHVIFOR,34.50,,34.20,68.80,-,29.28,35.34
ENGINEERING - HEAVY,225.05,-,SANGHVIMOV,235.25,,233.00,380.25,-,,25.82
TEXTILES - PROCESSING,47.31,9.08,SARLAPOLY,65.80,,65.70,91.20,12.19,32.90,13.80
BANKS - PUBLIC SECTOR,451.05,-,SBBJ,661.00,,656.60,749.25,-,,16.42
BANKS - PUBLIC SECTOR,148.25,17.76,SBIN,247.15,,247.25,271.60,22.43,230.87,16.42
MISCELLANEOUS,183.10,-,SATIN,553.00,,552.85,716.00,-,,29.92
STEEL - PIG IRON,27.10,-,SATHAISPAT,68.95,,67.55,100.00,-,,12.67
SHIPPING,54.35,-,SCI,65.50,,65.25,101.00,-,,9.42
POWER - GENERATION & DISTRIBUTION,126.00,-,SCHNEIDER,133.90,,134.50,184.90,-,,51.12
BREWERIES & DISTILLERIES,,-,SDBL,164.30,,161.65,210.90,-,,41.41
BANKS - PUBLIC SECTOR,360.00,-,SBT,518.00,,516.40,597.90,-,,16.42
TEXTILES - GENERAL,2.90,-,SELMCL,2.97,,2.95,5.55,-,20.44,22.25
OIL DRILLING AND EXPLORATION,149.00,-,SELAN,178.60,,180.85,261.90,-,,14.98
FINANCE - INVESTMENTS,146.50,17.04,SEINV,208.00,,206.40,320.00,17.19,141.67,29.92
PHARMACEUTICALS,106.30,210.24,SEQUENT,130.35,,130.00,186.00,-,35.34,29.36
SHIPPING,63.50,-,SEAMECLTD,78.05,,78.95,126.00,-,193.39,9.42
POWER - GENERATION & DISTRIBUTION,4.60,-,SEPOWER,6.78,,6.40,10.45,-,,12.97
PAPER,191.80,-,SESHAPAPER,474.80,,461.95,,-,350.71,16.34
AUTO ANCILLARIES,,-,SETCO,40.20,,40.15,55.05,-,13.86,19.83
MISCELLANEOUS,68.40,-,SETFNIF50,,,87.68,94.99,-,,-
STEEL - MEDIUM & SMALL,95.20,9.67,SFCL,106.85,,105.15,144.95,32.09,33.75,30.54
FINANCE - INVESTMENTS,2315.00,-,SETFGOLD,2898.00,,2894.05,2920.00,-,,-
PAPER,3.00,-,SERVALL,3.60,,3.50,4.45,-,,16.34
FINANCE - INVESTMENTS,137.00,-,SETFNIFBK,,,197.43,208.00,-,,-
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,,0.07,SGJHL,5.40,,5.45,13.00,-,32.66,25.60
GLASS & GLASS PRODUCTS,4.15,-,SEZAL,5.80,,5.40,12.25,-,,39.73
FINANCE - INVESTMENTS,155.01,-,SETFNN50,,,230.95,239.30,-,,-
PAINTS & VARNISHES,88.70,-,SHALPAINTS,191.00,,191.55,223.50,-,33.38,55.15
PESTICIDES & AGRO CHEMICALS,202.85,-,SHARDACROP,372.50,,375.65,417.00,-,,39.84
STEEL - MEDIUM & SMALL,4.00,-,SHAHALLOYS,10.25,,10.30,14.35,-,,7.29
TEXTILES - GENERAL,2.55,-,SGL,15.86,,15.60,18.90,-,,22.25
CASTINGS & FORGINGS,1.80,0.14,SGFL,2.30,,2.30,2.65,-,-57.44,35.34
MEDIA & ENTERTAINMENT,221.10,-,SHEMAROO,305.95,,295.35,374.90,-,,39.93
PHARMACEUTICALS,8.20,-,SHARONBIO,11.07,,11.15,32.50,-,-16.41,29.36
AUTO ANCILLARIES,733.60,-,SHARDAMOTR,1100.00,,1080.65,1438.00,-,415.01,25.03
ENGINEERING,77.35,-,SHANTIGEAR,119.00,,117.20,143.40,-,,50.51
PUMPS,95.15,-,SHAKTIPUMP,123.75,,124.95,184.00,-,102.58,39.84
CABLES - TELEPHONE,44.00,12.90,SHILPI,195.40,,197.20,211.30,13.76,65.92,22.03
PHARMACEUTICALS,355.00,30.87,SHILPAMED,530.00,,537.60,612.90,39.38,84.40,29.36
FINANCE - INVESTMENTS,171.50,-,SHARIABEES,,,203.75,219.00,-,,-
CEMENT - MAJOR,9399.95,-,SHREECEM,16959.70,,16988.90,18099.00,-,1774.00,54.64
TEXTILES - SPINNING - COTTON BLENDED,44.65,-,SHIVTEX,168.00,,166.30,189.80,-,,13.00
AUTO ANCILLARIES,39.55,-,SHIVAMAUTO,44.40,,44.50,74.30,-,,25.03
MINING & MINERALS,46.30,-,SHIRPUR-G,131.35,,130.80,178.90,-,,12.32
FERTILISERS,58.60,-,SHREEPUSHK,127.60,,127.75,144.70,-,,41.79
RETAIL,333.00,19.59,SHOPERSTOP,365.00,,365.60,424.95,-,62.89,163.10
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,2.00,0.79,SHRENUJ,2.08,,2.05,44.00,1.25,47.38,25.60
SHIPPING,133.85,10.83,SHREYAS,285.05,,286.70,529.00,16.02,108.71,9.42
PACKAGING,3.65,-,SHREERAMA,8.55,,8.70,10.90,-,,20.87
PAPER,24.65,-,SHREYANIND,61.00,,61.25,74.90,-,,16.34
AUTO ANCILLARIES,10.00,-,SHRIPISTON,,,1318.95,2972.80,-,,-
MISCELLANEOUS,,-,SHRIASTER,,,1.60,5.00,-,,-
TRADING,12.65,10.99,SICAGEN,20.00,,19.65,26.15,29.41,121.95,28.75
FINANCE - LEASING & HIRE PURCHASE,1332.25,-,SHRIRAMCIT,2100.00,,2112.70,2348.95,-,705.09,29.92
MISCELLANEOUS,4.15,-,SHYAMCENT,6.75,,6.35,10.25,-,,30.54
ENGINEERING - HEAVY,19.85,14.29,SHRIRAMEPC,23.30,,23.45,38.35,-,11.83,33.08
TELECOMMUNICATIONS - EQUIPMENT,26.40,-,SHYAMTEL,28.40,,28.50,51.55,-,12.56,10.11
INFRASTRUCTURE - GENERAL,968.60,-,SIEMENS,1219.00,,1217.80,1396.40,-,143.71,40.85
TRADING,117.00,13.74,SICAL,167.65,,168.15,,47.36,82.13,46.17
FINANCE - INVESTMENTS,16.00,-,SIGNET,31.80,,31.75,74.50,-,,23.40
CHEMICALS,19.75,-,SIL,26.90,,26.75,32.20,-,6.63,16.50
CONSTRUCTION & CONTRACTING - CIVIL,20.40,-,SIMPLEX,23.25,,23.60,45.45,-,75.94,26.62
DIVERSIFIED,62.40,4.06,SINTEX,72.95,,72.90,106.86,6.01,99.34,16.38
TEXTILES - SPINNING - COTTON BLENDED,64.05,-,SILINV,101.00,,98.35,114.80,-,197.12,29.92
FOOD PROCESSING,8.70,-,SITASHREE,9.20,,9.05,16.95,-,21.73,59.26
TEXTILES - WEAVING,861.05,-,SIYSIL,1256.25,,1271.35,1351.30,-,,17.15
MEDIA & ENTERTAINMENT,30.35,18.58,SITINET,34.00,,33.90,41.70,-,7.45,39.93
SUGAR,8.85,-,SIMBHALS,30.70,,30.15,61.45,-,,25.97
BEARINGS,1057.55,-,SKFINDIA,1401.40,,1409.00,1472.40,-,,32.27
FOOD PROCESSING,56.40,-,SKMEGGPROD,,,66.70,225.00,-,34.15,59.26
COMPUTERS - HARDWARE,70.00,-,SMARTLINK,83.70,,83.90,111.70,-,177.23,24.74
MISCELLANEOUS,121.95,-,SKIPPER,151.80,,150.30,219.90,-,,24.51
CONSTRUCTION & CONTRACTING - CIVIL,185.00,5.91,SIMPLEXINF,319.00,,319.60,364.00,-,320.97,26.62
INFRASTRUCTURE - GENERAL,17.25,370.00,SKIL,,,18.50,46.30,-,85.50,26.62
POWER - GENERATION & DISTRIBUTION,23.50,-,SJVN,28.30,,28.70,34.40,-,,12.97
AUTO - LCVS & HCVS,638.80,-,SMLISUZU,1221.95,,1220.15,1452.80,-,,116.96
PHARMACEUTICALS,58.80,-,SMSPHARMA,95.95,,95.50,137.15,-,,29.36
STEEL - ROLLING,2.00,-,SMPL,2.31,,2.30,4.30,-,28.29,11.85
CHEMICALS,567.06,28.23,SOLARINDS,638.45,,635.25,759.45,33.62,95.87,51.45
TRANSPORT & LOGISTICS,46.00,-,SNOWMAN,62.50,,62.30,98.80,-,,46.17
CONSTRUCTION & CONTRACTING - REAL ESTATE,230.00,13.54,SOBHA,286.70,,287.35,348.75,19.50,261.20,26.62
CERAMICS & GRANITE,320.00,-,SOMANYCERA,606.55,,614.25,659.80,-,101.03,39.24
AUTO ANCILLARIES,37.05,9.43,SONASTEER,64.90,,65.55,,33.80,17.48,50.51
COMPUTERS - SOFTWARE MEDIUM & SMALL,125.65,10.25,SONATSOFTW,159.30,,160.00,186.00,10.66,44.79,18.34
BANKS - PRIVATE SECTOR,16.35,-,SOUTHBANK,21.50,,21.40,25.40,-,,22.68
RUBBER,,-,SOMICONVEY,37.05,,36.05,54.95,-,,23.96
TEXTILES - COMPOSITE MILLS,3.50,-,SOMATEX,8.00,,7.90,10.00,-,,18.10
LUBRICANTS,432.60,-,SOTL,639.15,,641.20,,-,,25.06
PHARMACEUTICALS,243.53,-,SPARC,305.20,,305.55,414.90,-,,23.96
TEXTILES - GENERAL,268.00,-,SPAL,328.35,,331.75,360.80,-,,-
MEDIA & ENTERTAINMENT,38.00,-,SPHEREGSL,65.90,,64.60,84.95,-,,18.34
FINANCE - INVESTMENTS,,-,SPECTACLE,0.64,,,,-,-0.31,29.92
HOTELS,80.00,-,SPECIALITY,85.50,,85.20,164.50,-,,48.76
TEXTILES - SPINNING - COTTON BLENDED,1.30,-,SPENTEX,6.90,,6.55,,-,-54.69,13.00
FERTILISERS,16.10,-,SPIC,18.80,,18.70,27.20,-,12.87,13.84
COMPUTERS - HARDWARE,11.90,-,SPICEMOBI,14.80,,14.65,35.40,-,13.24,10.11
CONSTRUCTION & CONTRACTING - CIVIL,49.20,-,SPMLINFRA,65.10,,63.75,109.85,-,127.51,33.08
LEATHER PRODUCTS,105.00,-,SREEL,,,164.00,,-,,29.98
FINANCE - LEASING & HIRE PURCHASE,39.10,10.75,SREINFRA,67.50,,67.60,85.90,33.75,72.05,29.92
TEXTILES - READYMADE APPARELS,15.20,-,SPLIL,29.25,,29.20,44.40,-,14.39,36.52
COMPUTERS - SOFTWARE MEDIUM & SMALL,0.15,-,SRGINFOTEC,0.28,,0.30,0.40,-,,18.34
TEXTILES - MANMADE,1023.00,13.45,SRF,1741.20,,1752.80,1824.80,22.03,457.26,28.64
COMPUTERS - SOFTWARE,650.00,22.31,SQSBFSI,862.10,,866.25,1291.00,24.74,102.01,18.34
STEEL - PIG IRON,184.10,-,SRIPIPES,275.70,,278.20,356.45,-,,12.67
CHEMICALS,46.00,-,SRHHYPOLTD,111.00,,109.60,131.40,-,,17.52
MEDIA & ENTERTAINMENT,,2.96,SRSLTD,6.25,,6.25,27.05,4.37,24.08,25.60
TRADING,70.10,-,STCINDIA,115.15,,119.15,188.50,-,-469.07,28.75
PHARMACEUTICALS,847.00,24.51,STAR,1004.00,,996.65,1414.00,42.98,320.39,29.36
FINANCE - LEASING & HIRE PURCHASE,736.95,23.91,SRTRANSFIN,1123.55,,1123.50,1324.40,-,448.49,29.92
FINANCE - INVESTMENTS,,8.67,STAMPEDE,33.20,,32.25,46.65,10.51,6.17,29.92
PAPER,25.00,,STARPAPER,99.70,,99.85,113.95,,,
FINANCE - INVESTMENTS,20.85,-,STEL,38.15,,39.10,,-,63.38,29.92
FASTENERS,316.65,-,STERTOOLS,728.40,,706.70,813.90,-,,21.87
PHARMACEUTICALS,2.95,-,STERLINBIO,3.75,,3.75,7.90,-,,29.36
TEXTILES - SPINNING - COTTON BLENDED,7.70,-,STINDIA,9.15,,9.05,26.95,-,,13.00
AUTO ANCILLARIES,282.40,-,SSWL,567.80,,567.50,617.75,-,,24.56
TEXTILES - MANMADE,1.00,-,SPYL,1.42,,1.45,2.55,-,,13.80
COMPUTERS - SOFTWARE MEDIUM & SMALL,8.20,6.28,SUBEX,10.67,,10.65,16.55,6.63,14.42,18.34
TEXTILES - READYMADE APPARELS,28.00,-,STOREONE,138.85,,140.40,247.40,-,75.60,47.49
AUTO ANCILLARIES,73.00,-,SUBROS,123.50,,123.70,143.75,-,55.86,47.99
CABLES - TELEPHONE,69.50,23.19,STRTECH,74.90,,74.75,108.55,-,17.60,22.03
TEXTILES - GENERAL,,-,SUDAR,2.40,,2.50,8.95,-,,36.52
DOMESTIC APPLIANCES,1.00,0.25,SUJANAUNI,1.34,,1.40,2.35,-,47.28,48.76
POWER - TRANSMISSION & EQUIPMENT,7.25,,SUJANATWR,9.35,,9.15,18.65,,,
DYES & PIGMENTS,78.00,-,SUDARSCHEM,363.80,,363.60,455.35,-,45.35,25.35
FINANCE - INVESTMENTS,219.95,,SUMMITSEC,396.00,,398.30,,,,
TEXTILES - MANMADE,9.40,-,SUMEETINDS,21.50,,21.40,25.80,-,,8.68
AUTO ANCILLARIES,1755.45,-,SUNCLAYLTD,2550.00,,2535.30,2777.00,-,658.35,49.54
PRINTING & STATIONERY,1.65,-,SUNDARAM,4.19,,4.20,5.40,-,3.79,19.32
FINANCE - LEASING & HIRE PURCHASE,1118.60,-,SUNDARMFIN,1410.00,,1339.75,1603.95,-,377.48,29.92
AUTO ANCILLARIES,211.15,-,SUNDRMBRAK,478.20,,479.75,569.00,-,,49.54
STEEL - ROLLING,17.50,5.30,SUNFLAG,31.60,,31.70,,10.26,27.72,11.85
POWER - TRANSMISSION & EQUIPMENT,151.30,-,SUNILHITEC,256.20,,255.90,344.95,-,269.05,33.08
FASTENERS,135.00,-,SUNDRMFAST,289.35,,289.30,329.00,-,44.26,49.92
PHARMACEUTICALS,704.00,23.59,SUNPHARMA,737.05,,735.85,933.95,27.27,130.48,29.36
MEDIA & ENTERTAINMENT,314.05,-,SUNTV,481.75,,481.15,518.80,-,89.48,39.93
LEATHER PRODUCTS,,-,SUPERHOUSE,160.00,,160.60,,-,236.14,29.98
TEXTILES - SPINNING - COTTON BLENDED,6.25,-,SUPERSPIN,12.73,,12.75,15.20,-,9.20,13.00
CONSTRUCTION & CONTRACTING - REAL ESTATE,172.00,6.83,SUNTECK,239.45,,237.60,275.00,6.89,259.65,26.62
AUTO ANCILLARIES,120.00,29.49,SUPRAJIT,210.00,,207.40,233.45,35.47,34.08,47.99
CONSTRUCTION & CONTRACTING - CIVIL,65.10,-,SUPREMEINF,87.00,,88.60,164.50,-,269.88,26.62
TEXTILES - SPINNING - COTTON BLENDED,2.95,-,SUPREMETEX,6.02,,6.20,13.05,-,,13.00
PETROCHEMICALS,96.00,-,SUPPETRO,207.70,,209.20,,-,,23.40
TEXTILES - SPINNING - COTTON BLENDED,87.90,-,SURYALAXMI,126.20,,127.30,165.50,-,123.70,13.00
PLASTICS,520.00,25.96,SUPREMEIND,901.50,,905.10,1025.00,34.03,103.54,37.67
TEXTILES - GENERAL,406.20,-,SUTLEJTEX,682.00,,680.10,780.00,-,,22.25
STEEL - TUBES & PIPES,118.90,-,SURYAROSNI,205.35,,204.35,,-,168.19,11.97
PHARMACEUTICALS,144.30,-,SUVEN,190.85,,191.05,308.70,-,,29.36
POWER - GENERATION & DISTRIBUTION,12.80,-,SUZLON,14.50,,14.50,25.25,-,-17.63,25.82
OIL DRILLING AND EXPLORATION,3.00,-,SVOGL,3.98,,3.95,11.95,-,6.95,14.98
ELECTRIC EQUIPMENT,,11.09,SWELECTES,336.00,,331.75,518.00,25.69,680.32,51.12
ENGINES,763.15,-,SWARAJENG,1158.30,,1179.10,1294.80,-,,29.36
CABLES - TELEPHONE,3.65,,SURANAT&P,5.05,,5.10,8.90,,,
TEXTILES - SPINNING - COTTON BLENDED,6.25,-,SURYAJYOTI,6.30,,7.55,15.70,-,,13.00
MISCELLANEOUS,15.00,-,SURANASOL,21.95,,21.90,39.75,-,,51.12
CONSUMER GOODS - WHITE GOODS,887.50,-,SYMPHONY,1167.15,,1147.75,1314.90,-,45.55,48.76
PHARMACEUTICALS,5.65,-,SYNCOM,7.69,,7.15,15.45,-,48.66,29.36
TRADING,57.30,-,SWANENERGY,59.00,,60.25,76.65,-,19.44,22.25
BANKS - PUBLIC SECTOR,49.40,-,SYNDIBANK,72.70,,73.70,97.80,-,169.41,16.42
COMPUTERS - SOFTWARE MEDIUM & SMALL,121.50,11.95,TAKE,166.75,,167.20,209.80,19.92,47.48,18.34
PLASTICS,28.50,-,TAINWALCHM,43.05,,43.90,70.00,-,,11.63
MISCELLANEOUS,317.45,-,SYNGENE,465.20,,466.35,523.90,-,,23.96
HOTELS,64.10,-,TAJGVK,119.30,,119.10,158.40,-,,48.76
MISCELLANEOUS,181.00,7.64,TALWALKARS,264.85,,269.05,289.90,14.06,143.75,23.96
AUTO ANCILLARIES,81.95,7.96,TALBROAUTO,135.00,,136.30,162.10,15.81,106.30,49.92
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,30.30,2.09,TARAJEWELS,40.35,,39.10,67.00,3.91,247.75,25.60
CONSTRUCTION & CONTRACTING - CIVIL,14.30,-,TANTIACONS,16.00,,16.00,29.80,-,112.81,26.62
COMPUTERS - SOFTWARE MEDIUM & SMALL,24.25,5.24,TANLA,33.95,,34.05,52.65,26.94,63.91,18.34
CHEMICALS,309.60,9.46,TATACHEM,509.35,,509.10,576.00,14.31,246.84,16.50
PLANTATIONS - TEA & COFFEE,81.30,10.43,TATACOFFEE,121.15,,121.80,135.70,14.46,48.43,21.73
POWER - TRANSMISSION & EQUIPMENT,4.50,-,TARAPUR,4.80,,4.90,9.10,-,,16.39
CONSTRUCTION & CONTRACTING - CIVIL,20.00,-,TARMAT,43.00,,40.10,50.50,-,,26.62
